	b170D	b170F	b170I	b4859D	b4859F	b4859I	b689D	b689F	b689I	b8808D	b8808F	b8808I	b8826D	b8826F	b8826I	b8827D	b8827F	b8827I	b9366D	b9366F	b9366I	b9377D	b9377F	b9377I	b9382D	b9382F	b9382I	b9393D	b9393F	b9393I	nb170D	nb170F	nb170I	nb4859D	nb4859F	nb4859I	nb689D	nb689F	nb689I	nb8808D	nb8808F	nb8808I	nb8826D	nb8826F	nb8826I	nb8827D	nb8827F	nb8827I	nb9366D	nb9366F	nb9366I	nb9377D	nb9377F	nb9377I	nb9382D	nb9382F	nb9382I	nb9393D	nb9393F	nb9393I
ASV_1834	2	2	3	1	19	0	0	0	34	14	3	3	1	7	8	0	9	7	6	4	0	0	3	0	0	9	7	0	3	5	3	13	1	9	1	13	2	7	0	7	12	12	22	2	8	8	6	21	7	4	0	9	6	3	6	9	3	5	14	6
ASV_2257	16	50	30	0	13	39	7	11	0	0	0	18	0	4	2	1	0	2	0	0	0	0	1	0	0	5	1	0	0	7	9	3	1	4	0	5	15	6	1	27	1	0	17	0	2	5	1	0	21	18	0	9	3	3	3	1	0	5	0	2
ASV_1022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	24	1	0	35	0	0	27	0	0	44	0	0	5	0	0	22	0	0	90	0	0	59	0	43	10	1	0
ASV_1145	1	0	0	4	4	70	1	57	2	2	8	0	0	9	12	0	2	0	0	5	100	2	0	34	0	10	0	0	3	0	2	0	32	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0
ASV_1181	2	0	1	15	42	32	8	0	21	3	1	0	44	0	5	14	1	8	43	9	10	35	12	3	2	14	2	0	6	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1944	0	0	2	0	1	0	0	0	0	0	0	0	0	17	6	0	0	1	2	6	0	5	0	0	0	1	1	0	2	0	8	3	6	49	1	2	8	13	22	15	2	2	18	4	15	7	5	6	14	5	1	14	8	1	40	10	1	26	13	5
ASV_1298	0	0	0	0	0	0	2	0	0	0	0	10	1	2	3	0	0	0	3	2	0	0	0	0	0	0	1	5	6	11	10	34	7	12	0	17	4	6	6	26	7	123	12	11	3	11	0	0	7	4	1	4	0	3	0	3	0	4	5	1
ASV_1418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	121	27	0	0	41	0	4	6	0	5	7	0	26	32	0	0	0	13	14	15	8	6	6	11	0	15	0	0	9
ASV_2561	3	12	8	0	2	0	0	0	0	0	5	5	0	5	1	0	5	9	0	3	130	0	8	2	0	4	2	0	2	1	6	14	8	18	0	5	8	6	7	5	5	4	3	2	9	7	3	15	6	4	0	5	0	2	8	0	1	4	0	5
ASV_3104	0	14	5	0	8	0	0	0	0	0	14	5	1	9	3	0	6	20	0	6	0	0	5	0	0	39	0	0	7	0	4	6	22	1	0	1	0	8	7	2	2	0	1	0	1	1	9	9	4	15	1	5	91	2	5	10	0	5	13	0
ASV_1040	0	0	3	0	4	0	1	0	0	0	3	22	0	0	0	6	0	3	2	2	5	0	1	0	2	21	0	0	0	0	3	1	0	6	36	0	18	3	4	5	0	30	3	12	21	5	7	24	18	4	28	15	0	2	2	0	9	11	4	20
ASV_1349	177	0	4	77	2	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	86	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1826	3	5	15	2	15	0	0	0	0	1	4	0	0	0	2	0	0	3	0	5	0	0	0	2	6	10	1	0	4	4	4	0	2	9	59	2	8	4	1	7	0	1	13	0	1	4	32	3	2	6	0	6	1	1	9	1	4	5	99	0
ASV_2248	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	1	0	0	0	0	0	0	40	0	0	2	11	36	11	0	20	6	9	12	26	0	24	7	27	23	4	7	9	4	2	0	14	6	20	15	1	4	3	1	14
ASV_1193	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	10	36	0	7	76	0	1	0	0	0	7	0	3	58	0	0	0	0	20	0	0	6	73	2	7	7	0	1	29
ASV_1259	4	0	14	1	10	0	0	0	0	16	2	5	0	1	10	0	1	2	3	11	7	39	18	92	7	31	42	0	1	17	0	0	0	4	0	0	2	0	0	7	0	0	1	1	0	2	0	0	2	6	0	0	2	0	0	0	0	3	0	0
ASV_1356	0	29	2	0	0	0	0	0	44	0	0	0	0	0	11	0	0	0	0	0	43	5	5	0	0	1	6	0	0	1	0	57	4	0	0	0	1	3	2	0	3	7	2	8	15	4	0	0	1	5	19	4	1	10	1	24	4	3	4	35
ASV_2911	0	2	4	0	6	0	1	0	0	9	0	1	9	2	0	7	0	20	8	4	7	44	18	26	31	29	40	6	2	8	7	5	0	0	0	0	4	3	0	1	10	1	1	5	2	2	0	0	2	6	0	3	2	5	5	11	0	0	4	1
ASV_3052	5	0	0	7	9	0	0	0	0	2	2	0	4	1	0	4	0	2	11	6	6	28	2	34	2	9	29	2	1	3	0	19	59	0	0	27	1	3	3	0	0	0	0	1	27	0	0	0	1	7	0	0	1	7	4	0	13	0	0	22
ASV_1217	1	0	3	2	13	38	5	0	3	4	0	5	1	1	1	0	1	5	14	10	3	13	7	1	0	3	1	0	8	8	2	16	0	18	2	0	3	2	1	4	0	22	13	39	1	16	3	1	7	8	2	18	1	3	6	0	0	11	10	3
ASV_1284	7	0	3	2	9	0	0	0	0	0	0	0	2	1	0	0	0	0	4	2	1	14	1	0	0	5	19	0	0	1	6	0	6	9	0	1	14	28	8	10	1	11	23	33	7	16	22	16	14	4	3	22	3	10	5	4	0	9	6	1
ASV_2138	1	57	2	1	8	12	0	0	0	0	3	0	9	16	13	3	4	7	4	9	1	23	3	1	8	30	13	5	15	16	10	1	1	6	1	0	6	0	8	4	0	0	19	0	0	4	5	1	6	0	0	7	0	1	1	3	0	6	9	0
ASV_1216	2	1	0	5	68	28	10	0	96	0	1	1	6	0	3	11	1	8	4	2	11	2	4	11	0	1	3	0	1	6	0	0	0	8	1	0	7	8	5	0	0	6	0	0	0	3	3	0	7	1	0	3	2	1	1	0	5	15	0	0
ASV_1281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	64	4	2	25	0	13	3	0	11	1	1	14	12	0	14	0	0	10	26	1	10	54	0	21	1	0	15	30
ASV_1326	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	15	25	0	15	2	1	6	0	3	43	3	5	18	0	0	1	0	0	23	1	0	20	5	0	52	3	66	36	1	0
ASV_1749	5	0	0	1	0	0	2	0	0	3	0	7	1	0	3	3	0	2	2	0	7	1	1	0	0	3	0	0	0	5	10	5	13	4	1	9	34	19	10	17	0	0	27	2	8	14	2	15	11	19	35	9	1	1	7	0	11	6	26	0
ASV_2592	15	0	0	94	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	91	0	0	137	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1023	3	0	9	33	46	120	84	0	15	7	0	0	1	1	1	12	0	0	3	0	2	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	14	0	0	0	0
ASV_1408	1	0	7	0	3	0	1	4	0	6	10	76	1	4	53	3	4	19	11	12	6	0	4	1	6	8	0	0	2	0	1	0	6	1	5	9	0	8	2	2	4	1	4	2	0	4	2	1	7	9	0	0	0	0	0	0	0	1	50	0
ASV_1455	0	1	61	0	38	0	0	0	0	0	4	0	0	14	92	0	2	26	0	11	1	0	6	0	0	18	3	0	20	27	1	8	0	0	0	0	0	0	0	0	3	0	1	1	10	2	0	0	0	0	8	0	1	0	0	0	0	2	0	0
ASV_1130	1	0	4	0	2	0	0	0	0	0	3	0	0	0	0	0	2	0	0	6	0	0	0	0	0	3	0	0	0	5	6	3	14	52	18	5	13	2	4	7	15	3	14	2	9	11	1	1	14	7	0	20	9	6	26	28	6	17	18	3
ASV_1227	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	1	40	0	0	4	32	0	0	24	0	4	0	0	10	5	0	3	39	0	0	0	1	29	5	0	0	21	1	8	24	0	0	31
ASV_1229	0	0	2	0	9	67	0	0	1	0	9	0	0	49	19	0	0	8	3	40	13	0	3	0	0	12	1	0	5	10	0	1	4	0	0	4	0	4	1	1	10	7	1	12	0	0	19	0	2	10	11	1	3	0	6	1	11	0	0	0
ASV_1159	0	23	0	0	0	0	0	0	0	2	0	0	1	0	0	2	0	1	1	0	50	0	2	0	0	2	0	0	3	0	5	7	11	5	0	1	8	27	15	10	17	2	24	5	10	41	1	3	12	8	2	12	9	4	3	1	0	20	6	3
ASV_1168	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	4	3	10	27	9	9	2	0	17	26	3	23	28	8	37	4	7	13	2	4	15	14	2	14	9	18	4	1	0	18	8	15
ASV_2044	0	21	11	0	17	1	0	0	0	1	26	0	0	11	8	2	11	18	0	21	0	1	5	0	14	49	0	1	11	1	1	1	0	4	0	4	10	0	4	1	2	10	2	1	0	3	0	5	7	5	1	2	10	3	10	0	18	4	3	18
ASV_1066	1	1	0	1	0	0	2	0	0	4	0	1	2	0	2	9	0	0	2	0	3	13	0	0	0	0	1	0	2	3	8	1	6	9	0	3	11	9	17	11	8	2	4	5	10	28	20	1	5	2	14	51	19	25	5	19	3	3	0	12
ASV_1198	0	9	0	1	26	7	0	0	0	0	0	0	0	3	2	5	14	5	0	0	0	4	4	0	0	2	0	0	40	2	0	1	4	12	30	9	7	7	17	11	1	2	5	0	0	21	6	3	3	54	3	8	1	3	6	1	0	14	3	2
ASV_1203	2	3	23	1	6	13	0	0	0	1	0	0	0	1	11	0	1	2	8	0	26	0	3	0	0	0	0	0	0	0	11	16	9	8	3	5	22	2	3	6	0	5	9	3	18	12	3	0	15	5	6	28	12	21	13	2	0	10	5	5
ASV_1265	4	1	16	4	1	0	3	0	0	4	3	2	1	10	16	5	0	1	0	1	0	5	2	34	5	1	1	5	4	8	2	1	2	8	2	0	3	2	40	14	4	2	19	6	5	34	0	0	12	8	1	6	2	22	13	2	0	6	4	1
ASV_1402	0	22	6	0	37	0	0	1	0	0	32	6	0	24	18	0	1	50	0	22	0	0	22	0	0	99	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1501	0	21	12	0	47	0	0	0	0	0	24	1	0	7	17	0	0	103	1	21	0	0	27	0	0	69	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1803	1	2	2	0	5	0	0	1	0	0	7	0	0	7	0	0	23	17	0	7	2	0	1	0	0	9	0	1	0	2	5	5	4	12	0	3	16	42	13	14	1	15	8	3	9	7	4	16	16	3	0	15	15	1	2	12	6	20	1	3
ASV_2599	3	6	11	0	4	0	0	1	0	3	6	0	1	12	5	7	14	12	1	11	4	0	3	0	0	16	0	2	1	0	4	0	1	12	0	3	5	5	1	17	1	2	41	1	10	8	2	13	39	15	3	12	2	0	18	6	0	13	0	1
ASV_1141	47	107	13	1	0	0	4	0	5	9	2	0	5	28	10	6	1	2	4	1	70	0	12	0	2	6	5	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	0	1	0	0	1	4	0	4	0	1	0	0	0	0	0	0
ASV_1161	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	3	48	0	0	0	0	0	0	23	2	0	0	8	23	2	1	12	0	10	14	0	18	6	0	30	15	0	0	0	0	29	10	1	2	22	1	8	14	0	10	43
ASV_1800	0	13	7	0	23	0	0	0	0	1	18	5	0	51	7	0	0	31	0	27	0	0	15	0	0	52	0	0	7	0	0	1	1	2	0	2	1	4	2	0	0	0	0	0	0	0	4	0	0	4	3	1	4	1	0	1	63	0	6	0
ASV_1278	0	0	36	0	6	7	0	0	0	0	3	0	1	40	9	0	2	14	0	9	4	32	6	99	0	6	6	0	1	10	0	0	0	4	0	1	0	7	11	0	0	8	2	0	0	0	0	0	17	0	0	11	1	0	0	0	0	1	0	2
ASV_1405	0	0	0	0	0	0	0	0	0	2	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	12	5	1	5	17	2	10	9	48	0	17	12	3	17	0	19	26	22	0	13	6	0	11	0	0	25	40	1
ASV_1670	4	1	10	9	6	6	8	9	0	0	1	16	2	3	3	6	0	7	11	7	4	2	11	0	0	2	2	0	0	0	0	0	0	8	0	1	16	4	18	44	1	8	5	3	1	19	8	5	15	16	0	8	0	2	11	7	0	18	6	2
ASV_1034	0	0	0	0	8	6	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	7	0	1	4	0	3	6	26	3	3	12	0	7	10	55	4	8	6	10	4	0	16	3	6	1	4	17	17	12	7	9	12	17	0	18	14	14
ASV_1286	0	0	3	1	23	3	1	0	0	0	0	0	4	2	3	5	0	1	4	8	0	15	11	68	0	6	2	0	0	0	9	5	3	11	0	0	18	4	37	20	0	0	1	0	7	3	0	0	8	0	0	9	10	4	16	3	14	3	7	2
ASV_3058	2	6	2	6	13	45	1	0	2	1	1	4	1	0	0	0	12	34	1	1	13	1	38	1	0	22	52	0	0	0	1	1	0	2	0	1	7	1	0	0	0	0	0	1	0	0	6	69	1	1	0	1	0	0	0	0	2	0	1	0
ASV_1154	52	55	13	2	0	5	3	0	4	2	4	0	10	1	6	1	0	3	5	5	1	17	1	0	0	1	6	6	0	4	3	1	2	0	0	0	2	3	0	25	0	1	11	18	6	11	13	2	2	2	8	4	0	4	1	11	0	2	0	14
ASV_1184	12	0	0	0	0	0	0	0	0	1	3	0	7	0	0	0	1	1	0	0	254	11	9	0	0	1	0	1	0	0	5	0	1	1	5	0	0	0	1	6	8	10	1	0	1	0	0	1	0	0	0	0	0	1	2	0	0	1	0	8
ASV_2024	1	0	5	1	2	2	0	0	0	0	2	0	1	6	2	0	0	4	0	1	0	0	0	0	2	0	4	0	2	2	3	1	7	13	0	17	8	8	17	37	1	26	21	0	2	5	9	56	8	2	12	3	1	4	5	21	4	20	5	0
ASV_2710	0	0	8	0	0	0	0	0	0	0	2	0	0	5	0	0	0	3	0	1	0	0	1	0	0	3	0	0	1	0	2	29	15	16	0	11	16	10	25	11	9	6	6	2	6	8	3	1	8	0	13	6	4	11	26	27	6	19	20	13
ASV_1015	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	4	0	6	0	0	0	1	0	0	3	0	6	8	2	26	37	5	59	17	8	1	1	17	3	0	10	21	4	71	3	0	2	3	2	2	6	5	0	15	1	0
ASV_1140	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	15	2	0	1	1	0	1	0	0	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	2	0	0	1	10	0	0	11	284	7	2	0	0	0	0	0
ASV_1285	0	0	5	0	2	0	0	0	0	1	0	0	0	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	9	16	7	28	0	40	7	9	27	6	12	10	10	5	8	5	2	5	10	13	0	10	9	14	20	12	19	9	8	9
ASV_1445	7	8	22	0	1	0	5	0	0	1	0	0	1	18	3	3	2	5	0	2	0	0	1	0	0	5	0	6	3	0	31	11	1	9	0	2	7	5	22	21	6	6	20	0	1	17	7	39	4	4	1	1	3	8	3	1	0	24	0	5
ASV_1148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	3	0	0	0	2	5	2	241	0	3	0	0	0	2	3	0	0	12	0	0	0	0	0	9	0	1	32	0	0	2	1	24	5
ASV_1219	0	0	4	0	2	15	0	0	0	0	0	6	0	0	4	0	4	0	0	0	0	0	0	0	0	2	0	0	0	0	5	29	7	0	0	5	0	5	1	4	197	1	2	2	2	6	0	2	1	1	7	0	4	2	4	13	1	10	3	0
ASV_1335	0	2	4	0	11	6	0	0	0	1	3	1	4	5	4	0	30	8	0	7	0	0	2	0	0	4	2	0	0	5	8	1	2	18	10	7	10	10	5	6	0	2	5	18	2	13	5	7	6	20	3	13	8	8	7	25	4	18	9	2
ASV_1367	0	0	0	0	3	14	0	0	0	1	0	0	1	0	2	0	0	0	0	2	6	0	0	26	0	0	5	0	0	0	22	64	16	4	30	0	12	3	11	3	4	8	2	6	0	2	0	49	7	3	4	1	0	5	3	3	2	19	6	2
ASV_1533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1	6	0	40	10	0	6	31	0	3	0	0	8	9	0	0	0	62	18	10	44	6	11	0	14	32	0	0	14
ASV_1565	5	0	4	7	3	14	25	0	0	2	0	0	5	0	1	4	10	10	1	4	0	2	0	0	1	0	2	0	0	1	5	8	10	6	0	0	11	3	11	2	0	0	14	9	1	23	11	1	25	3	1	17	3	0	21	1	0	59	3	2
ASV_2092	0	0	6	0	9	0	0	0	0	0	0	0	0	3	3	2	0	0	0	0	0	0	1	0	0	1	3	0	4	0	6	4	7	12	0	8	0	9	30	11	2	4	9	3	8	11	9	34	20	4	0	32	2	3	26	35	0	15	11	4
ASV_1196	2	10	0	16	9	9	21	5	1	5	5	16	40	24	116	2	0	9	3	1	0	0	0	0	0	8	0	0	6	15	0	1	0	3	0	0	0	1	0	2	0	0	2	3	4	3	0	3	0	1	0	1	0	1	0	0	0	2	0	0
ASV_1243	1	60	7	3	5	0	0	0	0	7	12	8	4	15	13	2	0	7	8	3	0	0	3	5	2	11	6	0	2	0	4	5	2	10	0	11	7	6	4	15	5	9	3	5	1	7	1	20	14	4	0	8	3	3	4	1	2	11	0	1
ASV_1690	2	0	4	3	17	6	2	2	0	0	0	1	1	1	3	0	16	8	2	3	0	0	0	9	0	0	3	0	0	2	0	3	34	17	0	3	12	0	7	3	0	2	1	0	2	44	2	34	4	0	0	11	48	5	4	1	14	12	2	0
ASV_1831	1	2	3	0	1	0	0	23	0	0	2	1	0	1	2	0	6	1	0	3	0	0	15	11	0	7	1	6	10	1	4	3	0	4	19	3	4	6	3	5	7	25	5	3	1	34	6	19	4	7	21	7	6	3	12	3	4	20	9	6
ASV_1910	3	0	0	0	0	1	1	0	47	0	0	0	0	0	0	44	0	0	1	0	55	118	0	28	2	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
ASV_2115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	285	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	1	0	0	9	0	0	0	0	13	0	0	0	2	0	2	9	0	0	6
ASV_1557	1	0	6	1	1	0	0	6	3	0	2	6	0	1	4	10	0	2	119	9	25	26	2	1	3	2	6	6	0	0	0	1	0	0	83	0	2	0	0	0	5	1	2	0	1	0	0	0	1	0	0	5	0	0	0	0	0	0	3	3
ASV_954	0	4	1	1	0	0	1	0	2	0	0	0	1	23	12	1	0	15	0	2	1	1	2	0	0	1	0	0	0	6	1	5	35	0	0	0	4	8	0	0	14	7	1	3	6	2	49	63	3	7	19	0	18	1	0	7	0	11	0	11
ASV_967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	48	34	0	0	0	0	0	0	0	0	0	0	0	0	0	215	12	0	26	0	0	0	2
ASV_995	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	4	10	0	7	12	0	2	4	1	54	11	0	26	6	17	88	19	4	13	8	1	9	3	4	0	4	2	37
ASV_1081	4	0	4	8	37	10	0	2	15	0	1	0	1	6	2	5	4	2	5	0	0	1	0	0	1	0	0	0	0	0	6	1	7	13	0	3	5	4	3	21	1	1	25	5	2	9	2	0	4	60	3	6	0	1	11	0	21	12	7	7
ASV_2037	0	2	3	2	12	0	0	0	0	0	8	0	0	1	8	0	0	4	2	4	1	2	2	0	0	14	1	2	0	0	7	14	3	15	2	19	10	19	12	4	10	4	2	4	2	1	8	5	10	58	13	17	2	10	5	11	1	4	7	1
ASV_2545	0	31	8	1	31	0	0	0	0	1	25	6	0	26	9	2	1	53	0	20	3	0	7	0	0	84	0	0	8	0	3	0	0	2	0	2	1	5	2	1	2	0	0	0	2	0	0	1	0	3	0	0	1	2	1	0	0	2	1	1
ASV_1075	0	0	3	0	0	9	0	1	0	0	1	0	0	0	4	0	8	1	0	1	0	0	0	6	0	5	0	0	0	0	0	2	2	3	7	9	7	1	3	0	0	7	1	0	4	3	0	2	2	1	7	1	1	0	0	8	1	2	233	1
ASV_1099	22	226	34	0	5	0	2	0	0	2	0	0	2	0	1	0	1	1	1	2	0	2	2	0	0	4	0	2	0	2	1	1	0	6	0	0	3	0	0	0	0	2	2	0	1	1	0	0	1	2	0	0	1	1	14	0	0	0	0	0
ASV_1358	0	0	0	0	1	0	0	0	0	0	0	0	0	0	6	0	0	3	0	6	0	0	1	0	0	0	0	0	0	1	11	9	6	8	45	2	8	11	11	6	3	9	12	0	0	10	63	5	16	0	7	21	2	13	12	12	1	8	15	3
ASV_1430	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	23	2	0	0	16	0	13	1	0	180	21	0	17	19	0	0	0	0	16	1	0	0	12	0	17	1	0	0	6
ASV_1671	2	9	12	1	17	0	1	0	0	0	0	0	1	4	19	2	0	12	20	21	33	4	3	28	0	4	9	6	10	68	0	5	0	1	0	0	6	0	0	0	1	0	0	0	3	0	0	0	1	1	3	2	3	1	16	0	10	8	0	0
ASV_2158	4	0	3	4	32	54	16	0	14	1	0	0	6	22	1	13	0	4	36	4	16	36	2	3	15	14	4	9	18	4	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	1	0	0	0	2	0	0
ASV_2303	2	6	9	0	6	0	0	0	48	2	8	0	1	0	3	1	0	0	0	3	0	0	2	2	0	6	0	6	1	3	3	2	0	18	15	4	5	3	0	2	0	14	6	0	2	6	4	68	5	3	3	10	19	4	13	0	21	5	0	3
ASV_1011	3	5	4	1	5	0	0	6	0	1	9	0	0	5	2	1	34	4	0	4	0	0	1	0	0	10	2	0	3	1	3	4	0	6	0	12	1	4	0	8	0	6	8	5	9	26	0	79	10	4	4	4	0	6	5	1	0	28	8	4
ASV_1014	0	1	0	0	2	0	0	0	0	0	0	0	0	7	8	0	0	1	0	4	0	0	1	2	0	0	0	0	0	9	4	13	5	0	0	1	1	12	7	3	43	26	8	47	3	2	6	9	1	15	39	6	48	3	0	7	0	1	1	0
ASV_1549	5	0	0	0	1	31	2	0	1	0	0	9	0	0	0	1	0	0	0	1	0	4	5	0	0	0	3	1	0	0	1	5	0	5	0	1	4	12	4	4	0	2	0	3	5	7	1	8	10	0	1	34	155	12	0	1	0	5	2	0
ASV_2299	0	3	8	1	8	12	0	0	0	1	2	0	0	8	2	0	11	7	0	1	3	0	2	14	0	8	0	0	15	0	2	9	6	11	0	2	6	7	19	2	2	10	7	1	1	11	45	34	6	3	0	4	1	6	0	6	0	12	25	2
ASV_2659	0	0	6	0	5	10	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	13	7	15	0	40	19	1	1	4	9	11	9	9	3	29	12	8	12	9	17	18	0	2	3	12	4	4	15	36	0
ASV_1146	0	4	0	2	0	0	2	1	0	0	1	0	0	1	0	0	0	3	0	0	1	0	1	0	0	0	0	0	0	1	14	51	5	16	0	2	26	10	28	6	15	10	3	0	5	12	5	63	2	7	15	4	6	1	8	2	4	3	3	2
ASV_1564	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	4	12	0	20	18	9	13	16	8	18	36	9	4	17	4	39	19	18	1	15	0	3	12	6	0	14	10	8
ASV_2563	38	5	6	75	6	0	40	0	0	23	0	1	13	0	0	4	0	16	11	0	0	43	14	6	11	15	0	0	0	0	1	0	1	0	0	0	1	0	3	0	0	1	1	0	0	0	0	0	0	1	0	0	3	3	0	1	0	2	0	0
ASV_1689	0	3	3	1	0	0	2	0	0	0	0	0	2	7	21	1	0	3	1	4	2	0	2	0	1	1	5	0	3	7	4	0	0	5	0	0	8	0	0	8	0	3	6	5	0	29	6	156	6	2	0	6	0	0	4	0	0	15	0	12
ASV_2196	2	16	7	0	17	14	2	0	0	8	2	4	1	12	1	16	2	6	5	24	17	8	10	34	0	9	14	0	33	24	1	0	0	6	0	9	3	0	0	0	0	2	4	5	1	5	2	3	5	0	0	3	0	1	0	5	0	0	1	0
ASV_2451	0	0	6	0	1	0	0	15	1	0	0	16	0	2	14	14	0	22	0	8	56	34	48	1	0	0	14	0	0	1	0	5	0	0	0	0	3	10	8	0	3	0	0	3	4	0	0	0	0	1	0	0	1	22	0	2	0	0	21	8
ASV_2974	23	6	2	1	4	0	8	2	0	1	2	0	5	3	1	7	21	0	3	0	0	0	0	0	1	4	0	3	0	0	4	3	4	18	0	25	3	1	7	7	4	12	5	1	22	46	4	0	3	4	5	13	3	6	6	5	11	7	4	14
ASV_1072	5	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	9	1	0	1	0	0	0	0	0	3	0	0	3	0	4	13	8	48	10	35	12	10	5	2	22	11	6	9	14	9	1	0	7	13	1	22	6	2	25	13	0	9	1	0
ASV_1276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	4	22	0	2	0	5	93	10	7	16	2	4	1	1	1	0	0	3	1	0	9	3	3	3	9	128	0	12	0
ASV_1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	2	0	0	0	2	0	1	0	30	7	29	19	6	15	3	15	9	1	5	5	2	4	5	9	5	17	15	4	12	3	7	24	10	12	7	40	6
ASV_2197	0	0	3	0	1	10	0	0	0	5	0	55	0	17	15	4	1	14	7	4	6	16	14	53	12	36	33	3	10	18	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0
ASV_1505	0	21	8	4	1	0	1	0	0	4	0	0	0	5	12	0	3	0	1	5	0	0	0	0	0	4	2	0	5	12	6	6	0	17	0	4	7	7	16	12	4	5	7	10	1	12	7	7	16	8	0	19	2	12	23	1	25	8	9	3
ASV_1796	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	20	0	2	1	0	0	0	0	0	0	1	13	25	1	5	34	0	3	29	0	20	15	0	7	12	0	1	0	0	5	24	1	4	8	3	12	31	0	6	53
ASV_2301	0	4	1	0	33	5	1	0	0	1	0	3	5	29	19	12	0	31	2	7	5	6	0	0	0	3	3	0	10	24	1	0	1	2	0	31	14	1	1	2	4	8	4	2	4	8	0	2	4	20	0	6	0	0	3	0	6	13	1	0
